"Company Name","Booth","Website","City, State, Country","Descriptions","Categories","Brands"
"Venus Wafers, Inc.",883,"http://www.venuswafers.com","Hingham,  MA, United States","About Venus Wafers: Delicious, healthful crackers and flatbreads are the cornerstone of Venus Wafers - a family owned bakery since 1931, located in Hingham, MA. Our production facilities are Kosher-approved and certified organic and we bake with only natural ingredients. From the authentic texture of our Nejaimes Lavasch flatbreads, to the Mariner Water crackers, Stoned Wheat crackers, and Organic Flatbreads, and CaPeachio's Artisan Crackers - Venus always bakes with the finest ingredients.","crackers/chips, dairy-free products, egg-free products, food service ready, kosher/parve products, organic processed/packaged foods, specialty/gourmet products, vegan foods, trans fat free, private labeling/contract manufacturing","The Original Mariner Biscuit Company, Nejaime's Lavasch, CaPeachio's Artisan Crackers, and Vitavigor Breadsticks."
"VeraClean, LLC",2487,"http://www.veraclean.com","Centennial,  CO, United States","VeraClean Natural products deliver considerable cleaning power without the use of harmful chemicals. We're 100% transparent about our ingredients - customers can breathe easy knowing exactly what's inside our bottles. VeraClean natural products deliver safe and essential results, while gracefully adding color. Featuring products that are 100% Colorful and Clean. Luxurious Hand Soaps and Lotions, Natural Dish Soaps and Household Cleaning Essentials. VeraClean Natural Products debuted Spring, 2015.","cleaning/laundry supplies, housewares, kitchen/bath accessories, bath products, cosmetics/beauty aids, cruelty-free personal care, exclusive lines, full line personal care, soap, spa product lines","VeraClean Glass & Surface Cleaner, Multi-Surface Cleaner, Bath & Shower Cleaner, 25b Exempt Natural Antibacterial Cleaner, 11 Premium Hand Soaps, 11 Premium Hand Lotions, 11 Natural Liquid Dish Soaps, Concentrate Cleaners & Sponge Erasers."
"Verday Chlorophyll Water",5461,"http://drinkverday.com","New York,  NY, United States","Verday Chlorophyll Water is refreshing like water with the Antioxidant & Detoxifying power of green juice. Available in blueberry, watermelon, coconut cucumber and lemongrass ginger, Verday has 0 calories, ) artificial sweeteners, 0 preservatives and is non-GMO, vegan, gluten free and SHELF STABLE for 12 months with no refrigeration required. We pack each bottle of Verday with 100mg of Chlorophyll, that's more chlorophyll than 2 shots of wheatgrass, 4 cups of spinach or 12 cups of arugula!","bottled waters, functional beverages, vegan foods, general food & beverage, antioxidant formulas, immune support, green food supplements, therapeutic nutrition","Verday Chlorophyll Water"
"Verde Farms","N653","www.verdefarms.com","Woburn,  MA, United States",,,
"Veriditas by Pranarom","N710","http://www.veriditasbypranarom.com","Minneapolis,  MN, United States","VERIDITAS by PRANAROM Discover Scientific Aromatherapy // Certified Organic Essential Oils AROMATIZE with us in Booth 5117, Hall E * EXPERIENCE our new products! * 20% LINE DRIVE for show orders! * BUY-IN SPECIALS for spring and summer! We feature only 100% Certified Organic Essential Oils ( ECOCERT ICO, USDA NOP). Our focus on education and practical applications of organic essential oils combined with a dedication to our retail partners has made us one of the top selling brands in the US!","herbal medicine, pain relief, aromatherapy, organic herbal remedies, cosmetics/beauty aids, essential oils/fragrances, massage products, topical analgesics, digestive health, herbal supplement formulas","Veriditas by Pranarom, Pranarom International"
"Verlasso Salmon","N1300","http://www.verlasso.com","Miami,  FL, United States",,"refrigerated/frozen fish/poultry/meats",
"Vermont Creamery",7311,"http://vermontcreamery.com","Websterville,  VT, United States",,"kosher/parve products, specialty/gourmet products, gluten/wheat/yeast-free products",
"Vermont Village",5775,"http://www.vermontvillageapplesauce.com","Barre,  VT, United States",,"canned goods, dairy-free products, functional food, organic processed/packaged foods, packaged convenience foods, sauces, snacks, specialty/gourmet products, vinegars/salad dressings, gluten/wheat/yeast-free products",
"Via Nature",2854,"http://www.universalbiosciences.com","Glendale Heights,  IL, United States","Universal Biosciences - A Successful History & Promising Future Successful, established firm founded in 1995 Minority-owned & managed business enterprise Consistent volume growth, driven by entrepreneurial spirit Now producing quality, innovative, affordable HBC solutions New 221,104 square foot facility on 9.45 acre site: Office & Research 35,772 sq ft Warehouse & Manufacturing 185,332 sq ft New Universal Biosciences division was founded to develop unique, high functioning, naturally inspired product solutions to fulfill unsolved consumer needs","aromatherapy, bath products, cosmetics/beauty aids, cruelty-free personal care, deodorant, essential oils/fragrances, full line personal care, hair care, massage products, skin care","VIA Nature"
"Victory Marketing Agency, LLC",5602,"victory-agency.com","Fort Myers,  FL, United States",,,
"Vida Lifescience",3990,"http://www.vidalifescience.com","Irvine,  CA, United States",,"antioxidant formulas, immune support, heart & circulation support, nutritional supplements, vitamin supplements","Aurora Nutrascience"
"Viking Masek",3089,"http://www.vikingmasek.com","Oostburg,  WI, United States","Viking Masek manufactures, sells, and services automated flexible packaging systems for a variety of industries across North America and around the world. Our cutting-edge approach helps us meet your unique fill, seal, and efficiency needs. We make your best and brightest ideas possible. If you can dream of a way to present your goods, we will develop a way to make it happen.","food service equipment, manufacturing equipment, full line packaging, packaging","Viking Masek, Viking SolPac"
"Viki's granola",5781,"http://vikisfoods.com","Bethpage,  NY, United States","Viki's Granola is the fastest growing granola company two years consecutively based on IRI data! Viki's Granola is 100% all natural, Gluten Free, Verified with the Non-GMO project, No Preservatives or fillers, No Added Refined Sugar. Please stop by our booth to see our new 'grab n go' floor display. Occupies very small amount of floor space to merchandise right next to the yogurt section.","dairy-free products, fiber/energy snacks, kosher/parve products, salt-free products, snacks, specialty/gourmet products, gluten/wheat/yeast-free products, trans fat free","Original Blueberry Almond Maple Cranberry Apple Cinnamon Banana Walnut"
"Vim Vitae","N730","http://vimvitae.com/","Dallas,  TX, United States","Vim Vitae is an Organic certified, Non- GMO verified, Cold-Pressed / Plant- Based Functional Beverage Manufacturer Based in Dallas, Texas.","functional beverages, juices, organic beverages/juices, soups, gluten/wheat/yeast-free products","Vim Vitae Exotics Vim Vitae Limeades Vim Vitae Originals Vim Vitae Savory Soups"
"Vingt Oral Care","N952","http://www.vingtoralcare.com","New York,  NY, United States","Vingt's unique line of oral care products are infused with curcumin - the active ingredient in the turmeric plant and one of nature's most potent anti-inflammatories and antioxidants - and it's got quite an impressive track record! It's been used for over 4000 years in many cultures to prevent and treat many diseases and conditions - from heartburn to arthritis and cancer. Modern science has now recognized curcumin's therapeutic potential, making it one of the world's most well-researched herbs.","ayurvedic remedies, herbal medicine, naturopathy, cruelty-free personal care, dental care",
"Vink & Beri LLC",8215,"http://vinkandberi.com","Montgomery,  PA, United States",,"canned goods, ethnic, functional beverages, juices, kosher/parve products, tea, gluten/wheat/yeast-free products, asian, ethnic/multicultural, aloe vera products","BARENATURE - Vitamin Iced Teas in 20 FL OZ Bottles & 100% Juices, Citrus Storm, Pineapple Coconut, Pro Fiber 5x & Superfruit Mangosteen in Tetra Pak 33.8 & 11.1 FL OZ. ALOR - Aloe Vera Pieces in Syrup (Snacks), Aloe Vera Juice Drink, Coconut Waters."
"Vintage Italia, LLC",5674,"http://www.pastasnacks.com","Windermere,  FL, United States",,"chips, snacks",
"Violife",1595,"http://www.violifefoods.com","Thessaloniki, , Greece","Producers of Violife dairy-free cheese alternatives that are created exclusively with vegetable ingredients. They are absolutely no ingredients of animal origin present. Violife is available in a range of flavours and packagings.","egg-free products, food service ready, specialty/gourmet products, vegan foods, gluten/wheat/yeast-free products, full line refrigerated/frozen","Violife dairy-free cheese slices, blocks, spreads & wedges"
"Violife",1694,"http://www.violifefoods.com","Thessaloniki, , Greece","Producers of Violife dairy-free cheese alternatives that are created exclusively with vegetable ingredients. They are absolutely no ingredients of animal origin present. Violife is available in a range of flavours and packagings.","egg-free products, food service ready, specialty/gourmet products, vegan foods, gluten/wheat/yeast-free products, full line refrigerated/frozen","Violife dairy-free cheese slices, blocks, spreads & wedges"
"Virgin Raw Foods, LLC",7813,"http://www.virginrawfoods.com","Los Angeles,  CA, United States","Virgin Raw Foods was founded by Monika Kozdrowiecka, who created the Bee Panacea raw honey formula, infused with 20 superfoods and herbs. Bee Panacea has several benefits including improved energy, stamina, digestion and mental clarity. Because the honey is raw and found locally in Southern California, it has the added benefit of promoting beekeepers and their bees as they struggle to survive the mysterious phenomenon, Colony Collapse Disorder.","functional food, antioxidant formulas, bee products, immune support, digestive health, nutritional supplements, anti-aging","Bee Panacea is our flagship product that is a unique dietary supplement that contains 20 superfoods and herbs infused in raw honey. A teaspoon a day for better health, for instant energy and long term preventative maintenance."
